"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"COX7A1",7.21099957229656e-68,1.57064500878227,0.355,0.161,1.16399955096011e-63,"CellType2"
"NLRP1",6.25195587672537e-174,1.04813363653535,0.838,0.432,1.00919071762101e-169,"CellType2"
"ATP2A3",6.21263835401722e-61,1.76943433385712,0.268,0.102,1.00284408310546e-56,"CellType2"
"PEG10",1.86403548740636e-44,1.09817621673022,0.496,0.305,3.00892608377134e-40,"CellType2"
"TMOD1",1.2365351271685e-151,1.15575352198842,0.759,0.424,1.9960150022754e-147,"CellType2"
"FBXO7",2.3054180549654e-124,1.23112077243766,0.694,0.426,3.72140582432514e-120,"CellType2"
"TBC1D22A",5.6120999593045e-71,1.8464375067142,0.308,0.128,9.05905175430932e-67,"CellType2"
"MXRA7",2.67618652276736e-128,0.980287087893169,0.843,0.572,4.31990028505106e-124,"CellType2"
"PRUNE2",1.12987803988029e-106,2.20496092121937,0.264,0.06,1.82384913197476e-102,"CellType2"
"TAGLN3",3.52664143121107e-104,1.81651785943049,0.295,0.079,5.6927045982609e-100,"CellType2"
"MANF",7.46364454611997e-66,1.22496437507239,0.588,0.408,1.20478150263468e-61,"CellType2"
"TMEM37",3.08874592635661e-74,1.65149975469112,0.292,0.106,4.98585367432484e-70,"CellType2"
"SDF2L1",1.78152834473525e-84,1.1528501421593,0.675,0.476,2.87574305407164e-80,"CellType2"
"SYT7",2.89279175469873e-111,1.15180023602376,0.635,0.326,4.66954445043468e-107,"CellType2"
"PDIA4",4.15710057410803e-25,1.22567476713752,0.473,0.364,6.71039174672518e-21,"CellType2"
"HERPUD1",5.46167044912785e-15,1.1483604465089,0.482,0.407,8.81622843898218e-11,"CellType2"
"ZNF395",1.66936352475897e-50,1.32870016019252,0.497,0.338,2.69468660166593e-46,"CellType2"
"FBXO16",5.56622944975562e-41,1.17076985786846,0.563,0.435,8.98500757779552e-37,"CellType2"
"ADGRG1",6.17416012096356e-70,1.15014532263646,0.573,0.361,9.96632926725938e-66,"CellType2"
"TTC3",2.67194255360149e-126,1.11401760551447,0.742,0.472,4.31304967002353e-122,"CellType2"
"ID1",2.21593110156195e-63,0.940711315837637,0.587,0.381,3.5769559841413e-59,"CellType2"
"EDN3",1.60955332795972e-62,1.57818170073705,0.271,0.101,2.59814098199258e-58,"CellType2"
"MAN1C1",3.68530959190781e-73,1.66477426786006,0.29,0.105,5.94882674325759e-69,"CellType2"
"PAM",2.53983631661521e-122,0.791968579414777,0.887,0.621,4.09980378228028e-118,"CellType2"
"MNX1",6.9243913181307e-72,1.57195150858678,0.296,0.109,1.11773524657266e-67,"CellType2"
"RGS9",7.56471259328784e-86,1.30389323185125,0.454,0.205,1.22109590680852e-81,"CellType2"
"CRELD2",4.00059720401599e-70,1.50751050336178,0.385,0.182,6.45776400672262e-66,"CellType2"
"ENO2",5.6666430889951e-92,1.35810248017019,0.474,0.22,9.14709527425589e-88,"CellType2"
"SCG3",8.11696228915908e-118,1.16640620415824,0.637,0.318,1.31024005271606e-113,"CellType2"
"TMED6",6.73924259491407e-57,1.67622387060572,0.278,0.12,1.08784853967103e-52,"CellType2"
"NUCB2",7.11476147569306e-107,1.24515551168241,0.592,0.321,1.14846479740637e-102,"CellType2"
"ATP6V1A",2.94596951956843e-78,1.25448475858992,0.53,0.304,4.75538399848736e-74,"CellType2"
"RRAGD",6.52652469973107e-95,1.27002794642616,0.543,0.282,1.05351161703059e-90,"CellType2"
"SNAP25",1.36070968721825e-90,1.37483883706676,0.444,0.191,2.1964575771077e-86,"CellType2"
"WARS",9.38614195328352e-53,1.32281816847831,0.42,0.239,1.51511103409903e-48,"CellType2"
"CHGA",6.54678534164432e-61,0.600963209250617,0.938,0.628,1.05678208984823e-56,"CellType2"
"ARG2",2.14973541866418e-76,1.51152077993952,0.34,0.135,3.47010291280771e-72,"CellType2"
"ASAP1",1.01339605552542e-77,1.55655612081692,0.343,0.138,1.63582391282913e-73,"CellType2"
"ELAVL4",6.44709742121772e-78,1.65693350063078,0.277,0.089,1.04069046573296e-73,"CellType2"
"GYLTL1B",7.96022615869212e-68,1.7218760017006,0.3,0.123,1.28493970653608e-63,"CellType2"
"PRMT2",4.5821442465422e-76,1.22352414217863,0.53,0.306,7.39649724276842e-72,"CellType2"
"NBEA",6.75104143474078e-83,1.54278114271689,0.34,0.124,1.08975310839586e-78,"CellType2"
"EIF4A2",7.29048288755183e-113,0.809299422818485,0.889,0.742,1.17682974770862e-108,"CellType2"
"PTPRN",5.81767418038685e-106,0.70657338368741,0.894,0.551,9.39088966198045e-102,"CellType2"
"HYOU1",7.52205316752949e-64,1.05673749402403,0.6,0.414,1.21420982230261e-59,"CellType2"
"FICD",1.26700376439077e-70,1.79736166408786,0.252,0.083,2.04519747647957e-66,"CellType2"
"CNIH2",3.10045143418156e-82,0.916411431777913,0.665,0.384,5.00474870505588e-78,"CellType2"
"TPD52",9.14396892276802e-98,0.99339950084042,0.705,0.446,1.47601946351321e-93,"CellType2"
"HSD17B12",7.81510538364785e-84,1.15968412251906,0.526,0.28,1.26151431102844e-79,"CellType2"
"TPPP3",7.10428797598686e-83,1.00303048172486,0.532,0.27,1.1467741650838e-78,"CellType2"
"OSTC",1.56021415244654e-77,1.10122864182757,0.6,0.393,2.51849768487921e-73,"CellType2"
"RAB3B",5.76529658788983e-94,0.885971532732985,0.735,0.449,9.30634175217177e-90,"CellType2"
"NKX2.2",1.36831067221075e-76,1.08350776151791,0.491,0.244,2.20872708708259e-72,"CellType2"
"DNAJC3",3.9012113288499e-68,1.2129163429999,0.495,0.295,6.29733532702951e-64,"CellType2"
"DYNLT3",8.61430708058206e-62,1.16903985356868,0.496,0.29,1.39052144894756e-57,"CellType2"
"CANX",5.18645213979763e-68,0.889150193450364,0.744,0.608,8.37197104406133e-64,"CellType2"
"PREPL",7.31940547346498e-74,1.19617847870919,0.488,0.258,1.18149843152672e-69,"CellType2"
"NEBL",6.5865661516588e-66,1.57308177697661,0.285,0.108,1.06320350820076e-61,"CellType2"
"SUCO",6.40475297185356e-38,1.38711167294318,0.315,0.176,1.0338552247166e-33,"CellType2"
"SEC11C",1.14048056402083e-118,0.850573810715499,0.764,0.477,1.84096372644243e-114,"CellType2"
"MYO1D",8.72676161965391e-71,0.978421898554213,0.607,0.392,1.40867386064453e-66,"CellType2"
"PCP4",4.66534659529099e-89,0.972014407392251,0.528,0.246,7.53080247411872e-85,"CellType2"
"INPP5F",7.88374186747554e-70,1.48481379234316,0.299,0.113,1.2725936122479e-65,"CellType2"
"SERINC1",1.23001733601472e-76,1.01473205312882,0.617,0.394,1.98549398379496e-72,"CellType2"
"NR3C1",3.16392306275654e-60,1.20049719910307,0.444,0.251,5.10720460790161e-56,"CellType2"
"SIL1",1.29565971799573e-71,1.19255617847284,0.489,0.271,2.09145391678871e-67,"CellType2"
"YWHAQ",1.64959554451122e-92,0.832231409492509,0.819,0.673,2.66277712795002e-88,"CellType2"
"RPH3AL",5.10512941132222e-65,1.04385095797928,0.528,0.314,8.24069989575632e-61,"CellType2"
"LMAN1",1.21959314243659e-70,0.986520377900491,0.621,0.421,1.96866725052114e-66,"CellType2"
"CD200",1.15121310613586e-65,1.47461820963772,0.291,0.109,1.8582881959245e-61,"CellType2"
"ERLEC1",8.88510922348475e-71,1.26223743892155,0.433,0.22,1.43423433085491e-66,"CellType2"
"PARM1",2.6012828223979e-115,0.893289533096073,0.737,0.427,4.19899073191468e-111,"CellType2"
"PEPD",7.03034973066835e-50,1.34579652827294,0.337,0.174,1.13483905352449e-45,"CellType2"
"ARHGEF9",3.92982560426405e-68,1.51550524181201,0.284,0.104,6.34352449040303e-64,"CellType2"
"DUSP26",1.44374106533841e-93,1.22785713637843,0.469,0.202,2.33048682766927e-89,"CellType2"
"PIGP",9.48206300279894e-65,1.28380602627391,0.408,0.21,1.53059460991181e-60,"CellType2"
"SCGB2A1",4.40845384292239e-82,1.1786449339692,0.429,0.184,7.11612619324532e-78,"CellType2"
"ENPP2",2.71358349788329e-76,0.978299902660112,0.531,0.274,4.3802664822832e-72,"CellType2"
"PDIA6",4.90511305855243e-64,0.877857618518655,0.705,0.546,7.91783349911533e-60,"CellType2"
"CLTC",5.18048769910433e-64,0.960261006014379,0.598,0.407,8.36234324389421e-60,"CellType2"
"PEBP1",1.26495157577045e-100,0.629821533635425,0.943,0.885,2.04188483360866e-96,"CellType2"
"CHPF",3.93688994459972e-60,0.966995422352228,0.578,0.393,6.35492774857286e-56,"CellType2"
"GLT8D1",3.11330878544486e-64,1.30852534991355,0.374,0.176,5.02550304146509e-60,"CellType2"
"KCNK16",1.01558032811359e-80,1.10821323077866,0.381,0.15,1.63934976564096e-76,"CellType2"
"FAM47E.STBD1",7.25829669911993e-49,1.11701522730159,0.439,0.268,1.17163425317194e-44,"CellType2"
"ALCAM",9.40954686097176e-63,1.03819789970803,0.515,0.307,1.51888905429806e-58,"CellType2"
"C14orf132",2.58848700298056e-74,1.23325251695328,0.376,0.156,4.17833572021122e-70,"CellType2"
"TMEM167A",3.86348276330442e-63,1.12810106701289,0.488,0.292,6.23643387652599e-59,"CellType2"
"ACSL1",1.29582246691867e-67,1.30105533562554,0.334,0.141,2.09171662610012e-63,"CellType2"
"SEC23B",1.13895427887813e-54,1.10372029433799,0.467,0.28,1.83849999696508e-50,"CellType2"
"GSTO1",6.16061372276343e-40,0.977330188331671,0.533,0.393,9.94446267128473e-36,"CellType2"
"TSPYL2",3.12660420019065e-58,1.08356163767061,0.445,0.242,5.04696449994775e-54,"CellType2"
"TOMM7",2.1312608957252e-111,0.60922411163672,0.954,0.892,3.44028133787961e-107,"CellType2"
"SYT4",4.94617460832266e-71,1.11419843883927,0.442,0.21,7.98411505275444e-67,"CellType2"
"MAGED1",7.85153785331334e-60,0.837423704203363,0.649,0.465,1.26739524028184e-55,"CellType2"
"ATP6V1G1",5.69284213928448e-86,0.673571829777393,0.875,0.768,9.18938578123301e-82,"CellType2"
"PRPS1",4.86926769821958e-55,1.07878906656106,0.423,0.23,7.85997191846604e-51,"CellType2"
"PAX6",1.9994507857292e-111,0.700489185764812,0.779,0.433,3.22751345832408e-107,"CellType2"
"TMED10",1.22916021885298e-77,0.69889712289033,0.828,0.71,1.98411042527248e-73,"CellType2"
"MAPRE2",2.6385122110813e-69,1.16771892267325,0.405,0.187,4.25908641112744e-65,"CellType2"
"RAPH1",1.44312189449578e-54,1.46024574437549,0.261,0.105,2.32948736209509e-50,"CellType2"
"GALNT8",7.72100768858596e-63,1.46363247976162,0.253,0.088,1.24632506109155e-58,"CellType2"
"COX7A2",1.00523684998704e-95,0.64282589241713,0.906,0.807,1.62265332324908e-91,"CellType2"
"IER3IP1",1.61338609593708e-56,0.902391435304615,0.591,0.42,2.60432783606164e-52,"CellType2"
"RPS4X",8.93024678570568e-113,0.488091805620209,0.985,0.973,1.44152043614861e-108,"CellType2"
"SPRYD3",1.69827811019325e-63,0.968772087123515,0.546,0.332,2.74136052547395e-59,"CellType2"
"NCOR2",2.01615901056448e-40,0.901733844775226,0.476,0.31,3.25448387485318e-36,"CellType2"
"ISCU",5.67187443227598e-57,0.873655471733239,0.628,0.45,9.15553970857989e-53,"CellType2"
"NEUROD1",4.2055627101508e-77,0.716358213962533,0.642,0.355,6.78861932672542e-73,"CellType2"
"USP11",8.11392921018554e-60,0.906998184034314,0.518,0.301,1.30975045310815e-55,"CellType2"
"ARF4",3.97156403344436e-51,0.808146192628466,0.665,0.519,6.41089866278588e-47,"CellType2"
"PDE4DIP",6.42175131111126e-69,1.17058825159273,0.382,0.168,1.03659909663958e-64,"CellType2"
"PPY",3.07217611660279e-200,9.87638595415175,1,0.23,4.95910668742022e-196,"CellType3"
"CARTPT",3.38929825588928e-283,9.49513746330908,0.283,0.002,5.47100524465648e-279,"CellType3"
"AQP3",1.82089122466876e-99,4.30239910393312,0.88,0.35,2.93928261486031e-95,"CellType3"
"PPY2P",0,10.6883349245155,0.293,0,0,"CellType3"
"SERTM1",4.76839837043335e-193,5.91512048749987,0.332,0.012,7.69714864955351e-189,"CellType3"
"KCNG1",3.79778270167612e-218,6.20321052818973,0.304,0.007,6.13038083704559e-214,"CellType3"
"SLC6A4",4.78502026468136e-121,4.44913886926203,0.364,0.029,7.72397971124865e-117,"CellType3"
"NBL1",6.91457246169621e-62,2.59133450395127,0.761,0.288,1.116150286767e-57,"CellType3"
"DPYSL3",3.91321273895996e-108,3.64113683168091,0.478,0.06,6.31670800322916e-104,"CellType3"
"CHRM3",2.76645560034403e-83,4.74973669168735,0.288,0.027,4.46561263007533e-79,"CellType3"
"CARD11",7.13758792154587e-98,3.90339089861041,0.402,0.046,1.15214944229593e-93,"CellType3"
"MEIS2",1.50497991068977e-60,2.58922581588521,0.728,0.27,2.42933857183542e-56,"CellType3"
"PAX6",3.22876490964048e-55,1.94203757103819,0.913,0.531,5.21187231714167e-51,"CellType3"
"NPW",2.76108550240639e-100,4.16690417643372,0.283,0.02,4.4569442179844e-96,"CellType3"
"STMN2",1.6642411235646e-65,2.3782990987402,0.761,0.272,2.68641802165799e-61,"CellType3"
"PTP4A3",3.2098190424557e-48,2.39858925522958,0.641,0.231,5.18128989833198e-44,"CellType3"
"PLEKHB1",1.64179566966502e-70,3.4385455697313,0.397,0.062,2.65018656997328e-66,"CellType3"
"GCNT3",1.26253877138213e-51,2.85145721758311,0.413,0.089,2.03799008476504e-47,"CellType3"
"ID1",1.71162853633802e-23,1.7452866056972,0.696,0.439,2.76291078335683e-19,"CellType3"
"ID2",9.0740958630454e-36,1.94071913550356,0.761,0.43,1.46474055421279e-31,"CellType3"
"FXYD2",9.14607564719139e-53,1.63120901133577,0.951,0.558,1.47635953096963e-48,"CellType3"
"CHGB",3.74855614983835e-44,1.37449831929754,0.973,0.682,6.05091933706906e-40,"CellType3"
"SCG2",7.21433564949919e-39,1.39651890638914,0.946,0.652,1.16453806054216e-34,"CellType3"
"PCSK1N",4.46046349673204e-55,1.25684279262784,0.995,0.74,7.20008017642486e-51,"CellType3"
"EGR1",1.07902560024714e-44,1.73861052965633,0.842,0.433,1.74176312391893e-40,"CellType3"
"ENTPD2",5.51198873764673e-65,3.46358097327098,0.337,0.049,8.89745222030935e-61,"CellType3"
"PEG10",1.15920355907015e-30,1.67342050995328,0.701,0.355,1.87118638505103e-26,"CellType3"
"ARX",2.01561065154802e-61,2.44767744281809,0.549,0.133,3.25359871372881e-57,"CellType3"
"ID4",4.6162038706533e-20,1.95434183701945,0.538,0.287,7.45147628800856e-16,"CellType3"
"BTG2",7.94248772459412e-22,1.64933400896982,0.679,0.444,1.28207636850398e-17,"CellType3"
"MT1E",1.10990207939346e-06,1.65761306867276,0.364,0.242,0.0179160393655693,"CellType3"
"ETV1",4.89711323101088e-43,2.5909653223523,0.429,0.112,7.90492017749776e-39,"CellType3"
"MALAT1",5.1937875883643e-33,1.14046158127147,0.957,0.842,8.38381192513766e-29,"CellType3"
"TM4SF4",7.56160421363742e-48,1.31523107110307,0.87,0.371,1.22059415216535e-43,"CellType3"
"C16orf45",2.15147394768715e-27,1.99530770716179,0.543,0.254,3.4729092463566e-23,"CellType3"
"ISL1",1.24039562024447e-25,1.82386368423924,0.571,0.274,2.00224661019863e-21,"CellType3"
"NR0B1",3.66444316314776e-25,2.41919846588514,0.332,0.103,5.91514415395312e-21,"CellType3"
"ALDH1A1",1.07928269946472e-25,1.188543886385,0.875,0.648,1.74217813347595e-21,"CellType3"
"GRASP",7.68553067977453e-19,2.11470502492682,0.348,0.135,1.2405983623292e-14,"CellType3"
"TXNIP",4.57398200878457e-17,1.85988286482599,0.418,0.199,7.38332175858005e-13,"CellType3"
"IER2",8.03695373210562e-14,1.48939365027408,0.592,0.401,1.29732507143649e-09,"CellType3"
"PLXNB2",4.45567010381993e-23,1.48790630635885,0.717,0.49,7.19234268158613e-19,"CellType3"
"NPDC1",3.25966600902231e-32,1.47630356019542,0.783,0.491,5.26175287176382e-28,"CellType3"
"SAMD5",3.69292351618288e-32,2.90755371876967,0.25,0.051,5.96111713982241e-28,"CellType3"
"MT1X",2.49639182988054e-09,1.7103344957758,0.288,0.145,4.02967569179317e-05,"CellType3"
"FAM159B",1.89180239902217e-16,2.15939375651175,0.31,0.12,3.0537474325016e-12,"CellType3"
"FABP5",4.77505645865411e-16,1.73521398195387,0.391,0.177,7.70789613555947e-12,"CellType3"
"SLC43A2",1.02770764396977e-22,1.94076017222437,0.435,0.177,1.658925678896e-18,"CellType3"
"FGFR1",1.13288610405701e-23,1.48545288130585,0.674,0.427,1.82870474916883e-19,"CellType3"
"MT2A",0.00225784872661665,1.09252443445039,0.375,0.296,1,"CellType3"
"AES",1.99655366680508e-33,1.19104357783743,0.908,0.77,3.22283692895676e-29,"CellType3"
"PXK",1.31281688539716e-28,2.53280586338096,0.272,0.065,2.11914901640809e-24,"CellType3"
"TMOD1",3.21743621252966e-29,1.33288073508344,0.804,0.522,5.19358553426538e-25,"CellType3"
"FXYD6",6.00947714101425e-25,1.51060048599013,0.603,0.283,9.7004980010252e-21,"CellType3"
"ITM2C",1.42477027311473e-16,1.65380609424971,0.516,0.289,2.2998641748618e-12,"CellType3"
"ID3",5.2506221683251e-11,1.54934794148244,0.44,0.267,8.47555430411037e-07,"CellType3"
"HGD",1.304147210426e-24,2.65006948986982,0.25,0.064,2.10515442706965e-20,"CellType3"
"CRIP2",1.54423848791868e-23,1.20412137194678,0.804,0.54,2.49270976719833e-19,"CellType3"
"IL20RA",9.01886961408133e-27,2.57169134921029,0.266,0.066,1.45582593310501e-22,"CellType3"
"NEURL1",2.01411881597216e-23,1.58856413280012,0.582,0.302,3.25119059274226e-19,"CellType3"
"FEV",1.35611387619741e-23,1.56830876552458,0.489,0.196,2.18903901895785e-19,"CellType3"
"ARHGEF3",2.08736123848355e-20,2.25316844875997,0.31,0.106,3.36941851116015e-16,"CellType3"
"INPP5F",1.71907609645072e-14,1.8570949498179,0.359,0.166,2.77493263489076e-10,"CellType3"
"FGD4",6.7007838317535e-17,2.17535986931879,0.277,0.099,1.08164052612165e-12,"CellType3"
"FURIN",1.77834547091667e-20,1.43705974670447,0.641,0.406,2.87060525915369e-16,"CellType3"
"NEUROD1",2.94469911738242e-15,1.21127937094439,0.679,0.439,4.7533333152787e-11,"CellType3"
"DDR1",7.35670501319809e-22,1.06795876589686,0.837,0.716,1.18751932323044e-17,"CellType3"
"RAP1GAP",5.20156003760458e-21,1.69262222757622,0.489,0.23,8.39635821270131e-17,"CellType3"
"FOS",2.13060089153885e-16,0.972725079938265,0.772,0.573,3.43921595912201e-12,"CellType3"
"ZNF503",2.32888976374538e-14,1.98623454598959,0.299,0.124,3.7592938566378e-10,"CellType3"
"EGR4",1.54521155429057e-10,1.61953082522634,0.283,0.128,2.49428049093584e-06,"CellType3"
"MAP1B",2.39100622626428e-16,1.1478275587855,0.685,0.464,3.8595622504358e-12,"CellType3"
"SH3KBP1",6.70671856460316e-22,2.16768157520276,0.277,0.082,1.08259851069824e-17,"CellType3"
"RASD1",1.67670717817683e-06,1.01028046966614,0.62,0.514,0.0270654072701304,"CellType3"
"MT1F",8.67060273667827e-13,1.65506812255044,0.321,0.148,1.39960869375461e-08,"CellType3"
"PAM",2.07560153022901e-21,0.858885824868806,0.946,0.698,3.35043599009566e-17,"CellType3"
"MAPK8IP2",1.81266944324727e-18,1.52790079129924,0.489,0.253,2.92601101528975e-14,"CellType3"
"UCN3",5.5103896949842e-12,1.15490660718202,0.56,0.35,8.89487104564349e-08,"CellType3"
"CAMK2N1",9.3693954845824e-17,1.09835601053122,0.734,0.542,1.51240781912129e-12,"CellType3"
"CRMP1",2.79546095081863e-19,1.69692467606632,0.418,0.183,4.51243306681143e-15,"CellType3"
"TUBB2A",1.48421002138651e-11,1.5477062911092,0.391,0.219,2.3958118165221e-07,"CellType3"
"PODXL2",2.11969270868678e-19,1.72289672258905,0.38,0.154,3.4216079703622e-15,"CellType3"
"SV2A",3.49327709432135e-11,1.57633080598427,0.342,0.175,5.63884788565352e-07,"CellType3"
"HMGN2",8.07965599378575e-19,1.06618121885841,0.777,0.612,1.3042180705169e-14,"CellType3"
"P3H3",3.51301230437773e-18,1.4135883682881,0.495,0.252,5.67070446172653e-14,"CellType3"
"KIAA0319L",1.29738441061874e-13,1.57740177316552,0.402,0.211,2.09423791562076e-09,"CellType3"
"SMPD1",8.22435619039472e-18,1.10897900512967,0.701,0.49,1.32757557625352e-13,"CellType3"
"TIPARP",1.0683543760593e-13,1.74361789482321,0.31,0.133,1.72453763383493e-09,"CellType3"
"POU5F2",2.5313323214372e-14,1.41757150828466,0.473,0.278,4.08607663326393e-10,"CellType3"
"YPEL2",4.81632814753615e-06,1.66911126849196,0.25,0.148,0.0777451689575285,"CellType3"
"DYNLL2",5.12384191516739e-10,1.11679306008082,0.603,0.485,8.27090561946321e-06,"CellType3"
"LDLRAP1",9.66393020946949e-15,1.2197387901902,0.592,0.384,1.55995161441256e-10,"CellType3"
"ACSL1",8.5579537330546e-10,1.45360961825437,0.353,0.198,1.38142489158967e-05,"CellType3"
"CLU",1.65489924976463e-23,0.615761474302126,0.995,0.782,2.67133836897006e-19,"CellType3"
"TBL1X",2.24631115175e-12,1.3930223465662,0.446,0.26,3.62599546115486e-08,"CellType3"
"FAM167A",6.91247193905641e-12,1.60573574497373,0.337,0.164,1.11581122040248e-07,"CellType3"
"PTPRN",1.15256088556331e-23,0.749014638150511,0.978,0.65,1.86046378147629e-19,"CellType3"
"VAMP2",2.44578090807336e-25,0.880710100994538,0.918,0.704,3.94797954181202e-21,"CellType3"
"ADAMTSL2",3.03314693160589e-13,1.71064256775062,0.288,0.119,4.89610577699823e-09,"CellType3"
"TTLL12",5.0499089393238e-11,1.80060197734569,0.272,0.123,8.15156300985647e-07,"CellType3"
"CDKN1A",0.000253392832965445,0.890956553187192,0.576,0.518,1,"CellType3"
"RTN1",2.48377740515954e-13,1.325390566032,0.424,0.226,4.00931348740852e-09,"CellType3"
"FAM174B",6.20614789019877e-11,1.36765850624939,0.44,0.272,1.00179639243589e-06,"CellType3"
"SMOC1",1.42516855288596e-12,1.04168480081004,0.533,0.306,2.30050707806852e-08,"CellType3"
"CACNA1A",6.93278362476926e-20,1.48620636663461,0.435,0.184,1.11908993271025e-15,"CellType3"
"PRSS23",5.56148996405378e-16,1.13089370242622,0.549,0.307,8.97735709997561e-12,"CellType3"
"OAZ2",8.94050628657507e-12,1.13134853130218,0.587,0.403,1.44317652477895e-07,"CellType3"
"SNHG19",6.25277822142878e-13,1.1334624204831,0.565,0.378,1.00932346050303e-08,"CellType3"
"PRKACB",9.27261543558176e-14,1.49946852958905,0.353,0.161,1.49678558361161e-09,"CellType3"
"PBXIP1",6.35938774479378e-16,1.6214175122682,0.315,0.125,1.02653236976461e-11,"CellType3"
"S100PBP",5.05231189309701e-07,1.53216308168937,0.31,0.191,0.0081554418578372,"CellType3"
"NEO1",4.3232567137209e-10,1.38723112366077,0.332,0.173,6.97860098728828e-06,"CellType3"
"LGALS3BP",1.22022405291449e-18,0.911176856472097,0.777,0.524,1.96968566621457e-14,"CellType3"
"CTDSPL",4.39598886477656e-11,1.41280745460956,0.37,0.197,7.09600522552233e-07,"CellType3"
"QDPR",1.2272871711987e-10,1.0487143529483,0.549,0.371,1.98108695174895e-06,"CellType3"
"ABCA2",1.04800469305473e-09,1.79516238401218,0.25,0.114,1.69168917552894e-05,"CellType3"
"ADGRL1",7.67103773049604e-10,1.55649599088967,0.299,0.15,1.23825891045667e-05,"CellType3"
"H1FX",2.68218176077649e-13,0.734704696487942,0.832,0.709,4.32957779824541e-09,"CellType3"
"CMTM8",5.46387383197363e-08,1.36619744497047,0.359,0.228,0.000881978513957183,"CellType3"
"NKX2.2",8.21874116339401e-09,1.09548170988624,0.489,0.318,0.000132666919859506,"CellType3"
"MTURN",5.86180311643106e-09,1.53703623581132,0.293,0.154,9.46212259054301e-05,"CellType3"
"EMC10",9.40504443540364e-14,0.770683218027522,0.848,0.717,1.51816227276286e-09,"CellType3"
"MYL6B",2.26267132060461e-12,1.24344998868953,0.467,0.27,3.65240404571997e-08,"CellType3"
"KLHDC3",1.72674010421288e-08,1.28453673743122,0.397,0.261,0.000278730387622044,"CellType3"
"C10orf10",0.00623879269557107,0.699338207178772,0.549,0.501,1,"CellType3"
"PCDH17",6.96344784978281e-11,1.03328352486756,0.538,0.346,1.12403975191194e-06,"CellType3"
"PIN1",7.95220176113426e-13,1.22549087851109,0.473,0.281,1.28364440828229e-08,"CellType3"
"CACNA2D2",1.70389150273976e-08,1.2695399104046,0.332,0.182,0.000275042166372252,"CellType3"
"ANXA6",1.9047915658932e-12,0.935494245046729,0.668,0.48,3.0747145456648e-08,"CellType3"
"BEX1",1.86250224600788e-13,0.773587734512363,0.783,0.587,3.00645112550592e-09,"CellType3"
"KCNH2",1.42937706866624e-13,1.22773229605437,0.462,0.256,2.30730046424104e-09,"CellType3"
"DCTN1",1.01155881042567e-10,1.04225059199573,0.549,0.385,1.63285823178912e-06,"CellType3"
"GABARAP",1.78707364576346e-20,0.630715048871403,0.978,0.94,2.88469427899138e-16,"CellType3"
"YPEL3",1.63814398066473e-07,1.24308012611563,0.386,0.252,0.00264429201358901,"CellType3"
"MAP1LC3A",2.67050571590891e-08,1.10395958459935,0.457,0.306,0.000431073032662016,"CellType3"
"JUNB",1.40790409688791e-10,0.656425347022298,0.848,0.735,2.27263879319647e-06,"CellType3"
"PLK2",8.34560529832164e-08,1.29677527533882,0.315,0.181,0.00134714760725508,"CellType3"
"ATP6V0E2",6.52400877224709e-11,1.21840852677457,0.44,0.261,1.05310549601613e-06,"CellType3"
"MAGED1",4.76916138976382e-12,0.882414495298297,0.685,0.519,7.69838031535676e-08,"CellType3"
"NGFRAP1",1.19439235513063e-10,0.839133106273564,0.658,0.496,1.92798813965186e-06,"CellType3"
"VMP1",2.78013169256292e-05,0.877955487238494,0.527,0.462,0.448768857813507,"CellType3"
"ATP6AP1",9.33219732977925e-14,0.768214478564509,0.821,0.644,1.50640329297297e-09,"CellType3"
"NPIPA5",3.64543511358866e-12,1.33275748623227,0.397,0.207,5.88446136035482e-08,"CellType3"
"SYNE2",2.81016077398919e-09,1.29014578215038,0.359,0.203,4.53616152137335e-05,"CellType3"
"CHDH",1.93361338656436e-06,1.33819972217197,0.299,0.181,0.0312123872859219,"CellType3"
"MXD4",5.72034919080162e-07,1.42503483374627,0.304,0.185,0.00923378766379197,"CellType3"
"CARHSP1",2.48559464473567e-09,0.970519566850474,0.5,0.329,4.01224687553231e-05,"CellType3"
"WDR6",2.02140027185746e-08,1.07871790413957,0.495,0.362,0.000326294431883231,"CellType3"
"SEC11C",1.50319465277446e-10,0.774051191049041,0.728,0.563,2.42645680850854e-06,"CellType3"
"LTBP3",6.67025991434487e-06,1.12754296784125,0.402,0.288,0.107671335537355,"CellType3"
"ATG13",6.03004382463499e-09,1.29098250465189,0.364,0.22,9.73369674172581e-05,"CellType3"
"SSBP4",3.05944433137014e-08,1.10204152779974,0.451,0.321,0.000493855503969769,"CellType3"
"PLXNB1",1.30523627825458e-08,1.29490122056579,0.326,0.182,0.000210691240035855,"CellType3"
"TMEM176A",1.92098085896933e-19,0.692993391916465,0.837,0.512,3.10084730254829e-15,"CellType3"
"CUX1",3.16851360393598e-07,1.19111444214231,0.337,0.208,0.00511461465947346,"CellType3"
"MIR7.3HG",7.96002204705773e-10,1.15530663684433,0.359,0.191,1.28490675883606e-05,"CellType3"
"SEPT9",1.33704895170725e-05,1.15909613603338,0.337,0.225,0.215826441784584,"CellType3"
"TSPAN7",1.59175483775977e-12,1.00044429119852,0.554,0.34,2.56941065911183e-08,"CellType3"
